"powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE","ED","lifeform_description","accepted_plant_name_id","group","plant_locality_id","continent_code_l1","continent","region_code_l2","region","area_code_l3","area","introduced","extinct","location_doubtful"
"383409-1","Ephedraceae","Ephedra","intermedia","Ephedra intermedia","Schrenk & C.A.Mey.","DD",0.389088129,1.284183321,"subshrub",332952,"Gymnosperms",398751,3,"ASIA-TEMPERATE",36,"China","CHX","Xinjiang",0,0,0
"383409-1","Ephedraceae","Ephedra","intermedia","Ephedra intermedia","Schrenk & C.A.Mey.","DD",0.389088129,1.284183321,"subshrub",332952,"Gymnosperms",397237,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
"383409-1","Ephedraceae","Ephedra","intermedia","Ephedra intermedia","Schrenk & C.A.Mey.","DD",0.389088129,1.284183321,"subshrub",332952,"Gymnosperms",398752,4,"ASIA-TROPICAL",40,"Indian Subcontinent","PAK","Pakistan",0,0,0
"383409-1","Ephedraceae","Ephedra","intermedia","Ephedra intermedia","Schrenk & C.A.Mey.","DD",0.389088129,1.284183321,"subshrub",332952,"Gymnosperms",398753,4,"ASIA-TROPICAL",40,"Indian Subcontinent","WHM","West Himalaya",0,0,0
"996008-1","Ephedraceae","Ephedra","laristanica","Ephedra laristanica","Assadi","LC",0.041860731,0.728814126,NA,332960,"Gymnosperms",397239,3,"ASIA-TEMPERATE",34,"Western Asia","IRN","Iran",0,0,0
"383413-1","Ephedraceae","Ephedra","likiangensis","Ephedra likiangensis","Florin","LC",0.057239719,0.930427077,"subshrub",332962,"Gymnosperms",397278,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"383413-1","Ephedraceae","Ephedra","likiangensis","Ephedra likiangensis","Florin","LC",0.057239719,0.930427077,"subshrub",332962,"Gymnosperms",398754,3,"ASIA-TEMPERATE",36,"China","CHT","Tibet",0,0,0
"383415-1","Ephedraceae","Ephedra","lomatolepis","Ephedra lomatolepis","Schrenk","LC",0.018019484,0.312745882,"subshrub",332966,"Gymnosperms",481344,3,"ASIA-TEMPERATE",30,"Siberia","TVA","Tuva",0,0,0
"383415-1","Ephedraceae","Ephedra","lomatolepis","Ephedra lomatolepis","Schrenk","LC",0.018019484,0.312745882,"subshrub",332966,"Gymnosperms",397242,3,"ASIA-TEMPERATE",32,"Middle Asia","KAZ","Kazakhstan",0,0,0
"383415-1","Ephedraceae","Ephedra","lomatolepis","Ephedra lomatolepis","Schrenk","LC",0.018019484,0.312745882,"subshrub",332966,"Gymnosperms",1375595,3,"ASIA-TEMPERATE",36,"China","CHX","Xinjiang",0,0,0
"383415-1","Ephedraceae","Ephedra","lomatolepis","Ephedra lomatolepis","Schrenk","LC",0.018019484,0.312745882,"subshrub",332966,"Gymnosperms",1375594,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397247,1,"EUROPE",13,"Southeastern Europe","ALB","Albania",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397248,1,"EUROPE",13,"Southeastern Europe","BUL","Bulgaria",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398704,1,"EUROPE",13,"Southeastern Europe","GRC","Greece",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398705,1,"EUROPE",13,"Southeastern Europe","ITA","Italy",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398706,1,"EUROPE",13,"Southeastern Europe","KRI","Kriti",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398707,1,"EUROPE",13,"Southeastern Europe","TUE","Turkey-in-Europe",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398708,1,"EUROPE",13,"Southeastern Europe","YUG","Yugoslavia",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397229,2,"AFRICA",20,"Northern Africa","LBY","Libya",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",803811,2,"AFRICA",24,"Northeast Tropical Africa","DJI","Djibouti",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397249,2,"AFRICA",24,"Northeast Tropical Africa","ERI","Eritrea",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398709,2,"AFRICA",24,"Northeast Tropical Africa","SOM","Somalia",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397250,3,"ASIA-TEMPERATE",34,"Western Asia","CYP","Cyprus",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398710,3,"ASIA-TEMPERATE",34,"Western Asia","EAI","East Aegean Is.",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398711,3,"ASIA-TEMPERATE",34,"Western Asia","LBS","Lebanon-Syria",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398712,3,"ASIA-TEMPERATE",34,"Western Asia","PAL","Palestine",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398713,3,"ASIA-TEMPERATE",34,"Western Asia","SIN","Sinai",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",398714,3,"ASIA-TEMPERATE",34,"Western Asia","TUR","Turkey",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397251,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","SAU","Saudi Arabia",0,0,0
"383392-1","Ephedraceae","Ephedra","foeminea","Ephedra foeminea","Forssk.","LC",0.020999571,0.337098427,"scrambling shrub",332925,"Gymnosperms",397252,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","YEM","Yemen",0,0,0
"961067-1","Ephedraceae","Ephedra","milleri","Ephedra milleri","Freitag & Maier-St.","LC",0.118993876,1.9067,"subshrub or shrub",332979,"Gymnosperms",397322,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","OMA","Oman",0,0,0
"961067-1","Ephedraceae","Ephedra","milleri","Ephedra milleri","Freitag & Maier-St.","LC",0.118993876,1.9067,"subshrub or shrub",332979,"Gymnosperms",398768,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","YEM","Yemen",0,0,0
"383425-1","Ephedraceae","Ephedra","minuta","Ephedra minuta","Florin","LC",0.078585084,1.350668161,"subshrub",332982,"Gymnosperms",1520782,3,"ASIA-TEMPERATE",32,"Middle Asia","TZK","Tadzhikistan",0,0,0
"383425-1","Ephedraceae","Ephedra","minuta","Ephedra minuta","Florin","LC",0.078585084,1.350668161,"subshrub",332982,"Gymnosperms",397323,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"383425-1","Ephedraceae","Ephedra","minuta","Ephedra minuta","Florin","LC",0.078585084,1.350668161,"subshrub",332982,"Gymnosperms",398769,3,"ASIA-TEMPERATE",36,"China","CHQ","Qinghai",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",397325,3,"ASIA-TEMPERATE",30,"Siberia","BRY","Buryatiya",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398770,3,"ASIA-TEMPERATE",30,"Siberia","CTA","Chita",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398771,3,"ASIA-TEMPERATE",30,"Siberia","IRK","Irkutsk",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398772,3,"ASIA-TEMPERATE",30,"Siberia","KRA","Krasnoyarsk",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",481447,3,"ASIA-TEMPERATE",30,"Siberia","TVA","Tuva",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398773,3,"ASIA-TEMPERATE",30,"Siberia","YAK","Yakutskiya",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",397287,3,"ASIA-TEMPERATE",31,"Russian Far East","PRM","Primorye",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",397326,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398774,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398775,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398776,3,"ASIA-TEMPERATE",36,"China","CHQ","Qinghai",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398777,3,"ASIA-TEMPERATE",36,"China","CHT","Tibet",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",398778,3,"ASIA-TEMPERATE",36,"China","CHX","Xinjiang",0,0,0
"1008173-1","Ephedraceae","Ephedra","monosperma","Ephedra monosperma","J.G.Gmel. ex C.A.Mey.","LC",0.018776385,0.312598278,"subshrub",332984,"Gymnosperms",397288,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
"383431-1","Ephedraceae","Ephedra","multiflora","Ephedra multiflora","Phil. ex Stapf","LC",0.104729637,1.998306468,"shrub",332989,"Gymnosperms",397327,8,"SOUTHERN AMERICA",85,"Southern South America","AGS","Argentina South",0,0,0
"383431-1","Ephedraceae","Ephedra","multiflora","Ephedra multiflora","Phil. ex Stapf","LC",0.104729637,1.998306468,"shrub",332989,"Gymnosperms",398779,8,"SOUTHERN AMERICA",85,"Southern South America","AGW","Argentina Northwest",0,0,0
"383431-1","Ephedraceae","Ephedra","multiflora","Ephedra multiflora","Phil. ex Stapf","LC",0.104729637,1.998306468,"shrub",332989,"Gymnosperms",398780,8,"SOUTHERN AMERICA",85,"Southern South America","CLN","Chile North",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",397289,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","ORE","Oregon",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",397328,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","ARI","Arizona",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",397329,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","CAL","California",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",398781,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","NEV","Nevada",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",398782,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","UTA","Utah",0,0,0
"383434-1","Ephedraceae","Ephedra","nevadensis","Ephedra nevadensis","S.Watson","LC",0.047614868,0.731639,"subshrub or shrub",332996,"Gymnosperms",397290,7,"NORTHERN AMERICA",79,"Mexico","MXN","Mexico Northwest",0,0,0
"276559-2","Ephedraceae","Ephedra","ochreata","Ephedra ochreata","Miers","LC",0.301512673,5.941150059,"subshrub or shrub",333004,"Gymnosperms",397330,8,"SOUTHERN AMERICA",85,"Southern South America","AGS","Argentina South",0,0,0
"276559-2","Ephedraceae","Ephedra","ochreata","Ephedra ochreata","Miers","LC",0.301512673,5.941150059,"subshrub or shrub",333004,"Gymnosperms",398783,8,"SOUTHERN AMERICA",85,"Southern South America","AGW","Argentina Northwest",0,0,0
"326022-1","Ephedraceae","Ephedra","oxyphylla","Ephedra oxyphylla","Riedl",NA,0.311717192,1.388935249,NA,333006,"Gymnosperms",397291,3,"ASIA-TEMPERATE",34,"Western Asia","AFG","Afghanistan",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",397331,3,"ASIA-TEMPERATE",34,"Western Asia","AFG","Afghanistan",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",398784,3,"ASIA-TEMPERATE",34,"Western Asia","IRN","Iran",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",397333,3,"ASIA-TEMPERATE",34,"Western Asia","PAL","Palestine",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",402245,3,"ASIA-TEMPERATE",34,"Western Asia","SIN","Sinai",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",397332,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","GST","Gulf States",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",398785,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","OMA","Oman",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",402246,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","SAU","Saudi Arabia",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",402244,3,"ASIA-TEMPERATE",35,"Arabian Peninsula","YEM","Yemen",0,0,0
"383437-1","Ephedraceae","Ephedra","pachyclada","Ephedra pachyclada","Boiss.","LC",0.019703064,0.348376407,"subshrub or shrub",333007,"Gymnosperms",398786,4,"ASIA-TROPICAL",40,"Indian Subcontinent","PAK","Pakistan",0,0,0
"383441-1","Ephedraceae","Ephedra","pedunculata","Ephedra pedunculata","Engelm. ex S.Watson","LC",0.049596125,0.782339,"climbing shrub",333012,"Gymnosperms",397293,7,"NORTHERN AMERICA",77,"South-Central U.S.A.","TEX","Texas",0,0,0
"383441-1","Ephedraceae","Ephedra","pedunculata","Ephedra pedunculata","Engelm. ex S.Watson","LC",0.049596125,0.782339,"climbing shrub",333012,"Gymnosperms",397294,7,"NORTHERN AMERICA",79,"Mexico","MXE","Mexico Northeast",0,0,0
"326023-1","Ephedraceae","Ephedra","pentandra","Ephedra pentandra","Pachom.",NA,0.32226953,1.430585253,NA,333014,"Gymnosperms",397295,3,"ASIA-TEMPERATE",34,"Western Asia","IRN","Iran",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790444,1,"EUROPE",13,"Southeastern Europe","GRC","Greece",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790446,1,"EUROPE",13,"Southeastern Europe","YUG","Yugoslavia",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790442,3,"ASIA-TEMPERATE",32,"Middle Asia","TKM","Turkmenistan",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790438,3,"ASIA-TEMPERATE",33,"Caucasus","NCS","North Caucasus",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790443,3,"ASIA-TEMPERATE",33,"Caucasus","TCS","Transcaucasus",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790440,3,"ASIA-TEMPERATE",34,"Western Asia","AFG","Afghanistan",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790439,3,"ASIA-TEMPERATE",34,"Western Asia","CYP","Cyprus",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790445,3,"ASIA-TEMPERATE",34,"Western Asia","EAI","East Aegean Is.",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790447,3,"ASIA-TEMPERATE",34,"Western Asia","IRN","Iran",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790448,3,"ASIA-TEMPERATE",34,"Western Asia","TUR","Turkey",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790441,4,"ASIA-TROPICAL",40,"Indian Subcontinent","PAK","Pakistan",0,0,0
"383448-1","Ephedraceae","Ephedra","procera","Ephedra procera","C.A.Mey.",NA,0.043603068,0.144565175,"shrub",333021,"Gymnosperms",790449,4,"ASIA-TROPICAL",40,"Indian Subcontinent","WHM","West Himalaya",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",397296,3,"ASIA-TEMPERATE",32,"Middle Asia","KAZ","Kazakhstan",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",492863,3,"ASIA-TEMPERATE",32,"Middle Asia","KGZ","Kirgizstan",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",492864,3,"ASIA-TEMPERATE",32,"Middle Asia","TZK","Tadzhikistan",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",492865,3,"ASIA-TEMPERATE",32,"Middle Asia","UZB","Uzbekistan",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",397335,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",398788,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",397336,3,"ASIA-TEMPERATE",36,"China","CHQ","Qinghai",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",398789,3,"ASIA-TEMPERATE",36,"China","CHX","Xinjiang",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",397297,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
"383449-1","Ephedraceae","Ephedra","przewalskii","Ephedra przewalskii","Stapf","LC",0.024852709,0.423672,"shrub",333022,"Gymnosperms",397298,4,"ASIA-TROPICAL",40,"Indian Subcontinent","PAK","Pakistan",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481436,3,"ASIA-TEMPERATE",30,"Siberia","ALT","Altay",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481439,3,"ASIA-TEMPERATE",30,"Siberia","BRY","Buryatiya",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481438,3,"ASIA-TEMPERATE",30,"Siberia","KRA","Krasnoyarsk",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481437,3,"ASIA-TEMPERATE",30,"Siberia","TVA","Tuva",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481435,3,"ASIA-TEMPERATE",30,"Siberia","WSB","West Siberia",0,0,0
"326025-1","Ephedraceae","Ephedra","pseudodistachya","Ephedra pseudodistachya","Pachom.",NA,0.351604553,1.208325966,"shrub",333024,"Gymnosperms",481434,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",481345,3,"ASIA-TEMPERATE",30,"Siberia","ALT","Altay",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",481346,3,"ASIA-TEMPERATE",30,"Siberia","TVA","Tuva",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",397337,3,"ASIA-TEMPERATE",32,"Middle Asia","KAZ","Kazakhstan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",398790,3,"ASIA-TEMPERATE",32,"Middle Asia","KGZ","Kirgizstan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",398791,3,"ASIA-TEMPERATE",32,"Middle Asia","TZK","Tadzhikistan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",398792,3,"ASIA-TEMPERATE",32,"Middle Asia","UZB","Uzbekistan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",397299,3,"ASIA-TEMPERATE",34,"Western Asia","AFG","Afghanistan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",397300,3,"ASIA-TEMPERATE",36,"China","CHX","Xinjiang",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",397301,4,"ASIA-TROPICAL",40,"Indian Subcontinent","PAK","Pakistan",0,0,0
"383451-1","Ephedraceae","Ephedra","regeliana","Ephedra regeliana","Florin","LC",0.027172653,0.421013973,"subshrub",333027,"Gymnosperms",1377969,4,"ASIA-TROPICAL",40,"Indian Subcontinent","WHM","West Himalaya",0,0,0
"326027-1","Ephedraceae","Ephedra","rhytidosperma","Ephedra rhytidosperma","Pachom.","LC",0.049247778,0.900078172,"subshrub",333028,"Gymnosperms",397302,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"326027-1","Ephedraceae","Ephedra","rhytidosperma","Ephedra rhytidosperma","Pachom.","LC",0.049247778,0.900078172,"subshrub",333028,"Gymnosperms",402247,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"326027-1","Ephedraceae","Ephedra","rhytidosperma","Ephedra rhytidosperma","Pachom.","LC",0.049247778,0.900078172,"subshrub",333028,"Gymnosperms",1375593,3,"ASIA-TEMPERATE",37,"Mongolia","MON","Mongolia",0,0,0
